x,y,z
-0.08522141112848583, 0.025799094273938866, -0.02037159070906798
0.011239220534074473, -0.023815721048863814, -0.049794944786327455
0.0953927951100095, -0.07400724577647623, 0.027115298723877218
0.09226837415621944, -0.13411152186763214, -0.03259639622323596
0.04815905257043084, -0.20573786076089057, -0.048785054578772954
-0.04129053757571718, -0.14939062207867018, -0.13118489096635305
-0.12878440765328678, -0.09428794005322405, -0.11165279869653538
-0.15238565067546292, -0.03869271165493596, -0.07587301698035318
-0.17932174204490614, -0.03170703600046075, -0.14845025053058308
-0.14369712038444285, -0.04378246582331767, -0.05411613600314075
-0.10301597355375611, -0.03121160461566702, -0.05847826870140846
-0.10918833941487388, -0.0015368156773096775, -0.09805124907948773
-0.13763892335556965, -0.02858011310575881, -0.024703525352953004
-0.22197163814151588, -0.08727965912415477, -0.04177648849835727
-0.16982809730160137, 0.002331625481165736, -0.05266877150620508
-0.25912538053849943, -0.08767627853216572, -0.032124046773998646
-0.2170751103178122, -0.13268421096871044, 0.0494095502062608
-0.2780680005733916, -0.03887772272413556, -0.05025092748775102
-0.26384203809787515, -0.031219153356336973, -0.14478081517691732
-0.1937188545215293, 0.050264633654265325, -0.11322494666586339
-0.1246562508743112, 0.11591628520935508, -0.04102327428941027
-0.027094327008813646, 0.029260763772460383, -0.03898113002939646
0.07021292835080559, -0.02951547280944354, -0.05957806360589056
0.1629750378107321, -0.07274872964553919, -0.04041943419272122
0.2197805421399694, 0.0024425393388211036, -0.10664563162394518
0.3092151185924511, 0.07038779887511382, -0.12436040598621564
0.37305877510633423, 0.15838696979479702, -0.21741083578741682
0.2894974196598593, 0.10003431875767207, -0.12200179104094588
0.2887055756266771, 0.14847914876289212, -0.03963247853316232
0.247045240160161, 0.1491206240968696, -0.029545946111092097
0.24816787467452103, 0.18594957909526197, 0.0617366352705116
0.2805593517289804, 0.2693170632042183, 0.10369681307539047
0.2409804243273034, 0.2874374386161559, 0.19943435453009903
0.31069346362877004, 0.2246523208528131, 0.2972189902558209
0.21125980290970456, 0.1911741690272652, 0.387267064657174
0.2996250142409774, 0.21056471899564544, 0.3477215159893725
0.33286756874426615, 0.13580728586055144, 0.34208300767030664
0.2568145482401458, 0.08677673673775191, 0.4059146791956686
0.3146401584026456, 0.01463739206959784, 0.42990928416402263
0.4040222135358864, 0.09271561100062432, 0.3695867821028766
0.32594349492279845, 0.010389592432887867, 0.27173719090678167
0.3684663707081218, 0.03113541178233832, 0.1748687750831264
0.3502662412114613, 0.041425221043884644, 0.0788884345814761
0.34613805851595175, 0.13208518241804268, -0.00030344863578504744
0.3828340412071994, 0.05259184561361156, -0.008958974521890761
0.39168106312769696, 0.025046677238489745, 0.05565462302916824
0.48950314939873935, 0.010915961501127142, 0.150086211577419
0.4521416995404853, -0.028790730262369967, 0.19881758835877741
0.5442972670497999, -0.10864340956741658, 0.2706353212141691
0.5057606975568522, -0.20265597823810744, 0.3078609037644757
0.45027896331420886, -0.26705334264393343, 0.2549397037897404
0.5485801629031626, -0.18633585443974082, 0.31817036077772987
0.5662375321717352, -0.22502976921309842, 0.22781568249110212
0.645424063444164, -0.258750909827637, 0.3164315739813124
0.7172924645522415, -0.2590384970597349, 0.4131387337988235
0.6708256343534298, -0.34678759113523194, 0.33635584618026687
0.6001125218008121, -0.3046884614240672, 0.2501041261445604
0.6256413073354382, -0.28748359914913363, 0.312318394896819
0.6514230428056214, -0.3305648948543674, 0.33604344032145245
0.7031949532006411, -0.26401808977034547, 0.24505758995299126
0.6099732227540575, -0.22885696110401932, 0.3270795786220456
0.597323956952602, -0.15445445634065388, 0.2907154439899382
0.5692116500800423, -0.08535413216434065, 0.3746117073018965
0.5264560480290804, -0.011946581310185833, 0.38789802068632284
0.5869061591195373, -0.10051442695488726, 0.31777695242806336
0.5767251639079325, -0.07942028443136996, 0.35388493176441993
0.5328711961202522, -0.03603087743877105, 0.29806913804114993
0.5804678472239806, 0.028590878796383487, 0.33716647338610606
0.5562645879195839, 0.021341049413699853, 0.3488103782815988
0.5828073261095758, -0.06507100717759734, 0.30195181360318685
0.49658863261971264, -0.11648819248939601, 0.3043878702427333
0.5084951141723035, -0.16964941640781858, 0.26850687342456503
0.43653832490131916, -0.2156188960026867, 0.1997468282983751
0.3609908835200296, -0.287914788387575, 0.23574517093636377
0.33922194483577106, -0.1929755822513081, 0.3185868895368925
0.3691313827553433, -0.14556779096999337, 0.36659524137166755
0.2779504469360585, -0.1712196580826294, 0.337566249459807
0.21081574907282857, -0.11792498684862124, 0.4198410877996378
0.28692441625181553, -0.028693207012851996, 0.4824021907769357
0.37236104876169085, 0.018336150511956528, 0.43902555506420154
0.3582558260440012, -0.06558273923706648, 0.3857785251895175
0.31236572611443747, -0.12942846443772538, 0.38648995464711466
