x,y,z,color
0.045758364240746446, -0.020875110043477127, 0.09216721282393278, 0
0.001040966785331679, 0.012278966128267024, 0.1728970575753626, 0
-0.052380895818177994, 0.009191048611028693, 0.18868317427254838, 0
-0.0033437443292977237, -0.0649979818697329, 0.1420380435185596, 0
-0.07985652977570773, -0.06333706611169569, 0.20674096056014166, 0
-0.1300415437228038, -0.11299192387459216, 0.24769300271201186, -1
-0.16275008713178463, -0.13363224239199567, 0.2464253281952512, 0
-0.14184639150697115, -0.20040837321106156, 0.3293286759555466, 0
-0.06342452616915292, -0.16395117754556782, 0.2585324784340556, 0
0.025447862098236435, -0.18181376788428394, 0.3182652181131538, 1
0.08089992344846383, -0.12341315534356032, 0.31907808722042075, 0
0.021258614636676568, -0.2112349811634591, 0.23923930002032173, 0
-0.07662965870351467, -0.19148748089733728, 0.3257587033681376, 0
-0.07388517280449487, -0.1842931587206117, 0.26353375649997474, 0
-0.01212319740699068, -0.18741903909552765, 0.26368357342654336, 0
-0.11003656669000998, -0.18364141508173493, 0.31454157848533204, 0
-0.09817282682490411, -0.16198585387674522, 0.3881806196768076, 0
-0.18715760431308054, -0.21194955731232784, 0.30463962269642936, 0
-0.21594438724671206, -0.2059933312640473, 0.2967104460654305, 0
-0.15456363518842806, -0.14870508853528483, 0.24072163837250166, 0
-0.187115796950176, -0.17023863855911198, 0.14642263116402657, 0
-0.13835783216790673, -0.07299042647863374, 0.15350593128587223, 0
-0.20450144928082542, -0.1612839040053638, 0.05830789366763148, 0
-0.2406203522805967, -0.08674188660317872, -0.008576264073861667, 0
-0.23987434065149876, -0.04872755391494213, -0.04016151552175762, 0
-0.3103873947197703, 0.023861759460401755, 0.03904722974405703, 0
-0.2874585736151336, -0.03987454712628721, 0.11655004272235908, 0
-0.3097722659198989, 0.04464567596338276, 0.17189479463375393, 0
-0.34243070027914624, 0.05577983187027594, 0.08022502842304395, 0
-0.3680929911214553, 0.05718522581530981, 0.05417566278349906, 0
-0.410393120655826, 0.13358416204772455, 0.03986200661391086, 0
-0.41874589769321907, 0.14210283852902517, 0.005547727523202511, 0
-0.40202466052246066, 0.1786509801917412, 0.04903626549469611, -1
-0.35562708925394443, 0.18775492974259406, 0.01444900090031187, 0
-0.25928638565282647, 0.19547763030375287, 0.018374658402939545, 0
-0.3452307746732697, 0.11145185521400236, 0.11763638867002048, 0
-0.36771169546659593, 0.10024407766342418, 0.13236344962397445, 0
-0.4390103688213123, 0.12601194169489838, 0.21245898816901956, 1
-0.4157673008408844, 0.19934423102222718, 0.19979997645994477, 0
-0.3595205380314678, 0.26563898003024755, 0.2609081401133514, 0
-0.332053689309807, 0.25626487541331505, 0.27158302921844274, 1
-0.38866880648240787, 0.26224624218431547, 0.3411847216951964, 0
-0.3537459878393621, 0.2795598337735084, 0.29119037579864604, 1
